	title	label
611	Formally specified monitoring of temporal properties	0
612	Active rays: Polar-transformed active contours for real-time contour tracking	0
613	A New Approach for Scheduling of Parallelizable Tasks in Real-Time Multiprocessor Systems	2
614	Real-time attention for robotic vision	1
615	Feasibility analysis of fault-tolerant real-time task sets	0
616	Algorithms for scheduling hard aperiodic tasks in fixed-priority systems using slack stealing	2
617	Real-time objects on the bare metal: An efficient hardware realization of the Java™ Virtual Machine	0
618	Analysis of a window-constrained scheduler for real-time and best-effort packet streams	0
619	Testing the results of static worst-case execution-time analysis	0
620	Clock synchronization for wireless local area networks	0
621	Image segmentation using Markov random field model in fully parallel cellular network architectures	0
622	Combining (n/m)-hard deadlines and dual priority scheduling	2
623	On the false path problem in hard real-time programs	0
624	Real-time defect inspection of textured surfaces	0
625	Real-time scheduling on multithreaded processors	2
626	Efficient scheduling of real-time multi-task applications in dynamic systems	2
627	Implementing a general real-time scheduling framework in the RED-Linux real-time kernel	2
628	Window-based edge detection technique for measuring road traffic parameters in real-time	0
629	Scheduling with dynamic voltage/speed adjustment using slack reclamation in multi-processor real-time systems	0
631	The hand Mouse: GMM hand-color classification and mean shift tracking	0
632	Performance specifications and metrics for adaptive real-time systems	0
633	Framework for achieving inter-application isolation in multiprogrammed, hard real-time environments	2
634	Modeling complex flows for Worst-Case Execution Time analysis	0
635	Integration of off-line scheduling and optimal control	2
636	Monitoring mineral wool production using real-time machine vision	4
637	A comparison of fixed-priority and static cyclic scheduling for distributed automotive control applications	0
638	Integrating External and Internal Clock Synchronization	0
639	A new kernel approach for modular real-time systems development	2
640	Capacity sharing for overrun control	2
641	Extracting safe and precise control flow from binaries	0
642	Low-level analysis of a portable Java byte code WCET analysis framework	0
643	Intrusion detection in real-time database systems via time signatures	0
644	Portable RK: A portable resource kernel for guaranteed and enforced timing behavior	0
645	Automatic testing of reactive systems	0
646	Task period selection and schedulability in real-time systems	2
647	On adaptive resource allocation for complex real-time applications	0
648	Software architectures for reducing priority inversion and non-determinism in real-time object request brokers	0
649	A Process Algebraic Approach to the Schedulability Analysis of Real-Time Systems	0
650	Real-Time Schedulability Tests for Preemptive Multitasking	0
651	Algorithms and optimality of scheduling soft aperiodic requests in fixed-priority preemptive systems	2
652	Adding instruction cache effect to schedulability analysis of preemptive real-time systems	0
653	Scheduling transactions with temporal constraints: Exploiting data semantics	0
654	On-line scheduling to maximize task completions	2
655	Fundamental issues in testing distributed real-time systems	3
656	Memory and time-efficient schedulability analysis of task sets with stochastic execution time	2
657	Video summarization using R-Sequences	0
658	Near real-time SSM/I EASE-grid daily global ice concentration and snow extent	0
659	ASSET-2: Real-time motion segmentation and object tracking	0
660	Constraint-based approach for specification and verification of real-time systems	0
661	Efficient worst case timing analysis of data caching	0
662	Computational Gray-scale Mathematical Morphology on Lattices (A Comparator-based Image Algebra) Part 1: Architecture	0
663	Block-matching algorithm based on an adaptive reduction of the search area for motion estimation	0
664	Response time analysis under errors for CAN	0
665	Design of high performance RTI software	1
666	Voltage-clock-scaling adaptive scheduling techniques for low power in hard real-time systems	0
667	Adaptive dissemination of data in time-critical asymmetric communication environments	0
668	Multi-object tracking in video	0
669	New results on fixed priority aperiodic servers	0
670	General model for recurring real-time tasks	0
671	A Feasibility Decision Algorithm for Rate Monotonic and Deadline Monotonic Scheduling	2
672	Schedulability analysis for mode changes in flexible real-time systems	0
673	BASEMENT: A distributed real-time architecture for vehicle applications	3
674	Portable worst-case execution time analysis using Java Byte Code	0
675	Elastic feedback control	0
676	Possible and Impossible Self-Stabilizing Digital Clock Synchronization in General Graphs	0
677	Efficient spare-resource allocation for fast restoration of real-time channels from network component failures	0
678	Approximate reachability analysis of timed automata	0
679	Enhancing real-time schedules to tolerate transient faults	2
680	An accurate worst case timing analysis technique for RISC processors	0
681	Replica determinism in distributed real-time systems: A brief survey	3
682	Towards compositionality in real-time resource partitioning based on regularity bounds	0
683	Real-time classification of traffic signs	0
684	Measuring the performance of real-time systems	0
685	Adapting a supply-chain simulation for HLA	0
686	EDL server for scheduling periodic and soft aperiodic tasks with resource constraints	2
687	Using separate algorithms to process read-only transactions in real-time systems	0
688	Application of 'vision in the loop' for inspection of lace fabric	0
689	Bounding loop iterations for timing analysis	0
690	OS-controlled cache predictability for real-time systems	0
691	On the schedulability analysis for distributed hard real-time systems	3
692	Neural image processing strategies applied in real-time pattern recognition	0
693	Automatic generation of tests for timing constraints from requirements	0
694	Multiframe model for real-time tasks	0
695	Robust aperiodic scheduling under dynamic priority systems	0
696	Scheduling algorithms for fault-tolerance in hard-real-time systems	2
698	Triggered updates for temporal consistency in real-time databases	0
699	Combination of local and global line extraction	0
700	QDMR: An efficient QoS dependent multicast routing algorithm	0
701	Fast relative depth computation for an active stereo vision system	0
702	Efficient run-time monitoring of timing constraints	0
703	Fair real-time traffic scheduling over a wireless LAN	2
704	PCRTT enhancement for off-line video smoothing	0
705	Designing for schedulability: Integrating schedulability analysis with object-oriented design	2
706	A fast Hough transform for the parametrisation of straight lines using fourier methods	4
707	Priority Scheduling of Transactions in Distributed Real-Time Databases	0
708	The spring system: Integrated support for complex real-time systems	4
